bucket,is_new,fit_score,company,title,url,location,loc_bucket,workplace,pay_display,pay_min,pay_max,pay_type,pay_period,pay_source,years_required,years_text,jd_required,sales_attached,litigation_accepted,domain_floor,hard_exclude_reason,poor_reason,fit_signals,judgment_rationale,posted_date,closes_date,status,status_evidence,verified_at,via_aggregator,pipeline,sources,ats,board,job_id,key
outside,0,5,Relativity,Senior Commercial Counsel,https://boards.greenhouse.io/relativity/jobs/8752514002?gh_jid=8752514002,"Long Beach, California, United States; Washington, District of Columbia, United States; Long Beach, California, United States",us_other,,$186K–$278K base + equity,186000.0,278000.0,base,year,greenhouse:pay_input_ranges,2,"years of post-JD experience (including 2+ years at a law firm). - Depth in commercial transactions, such as supplie",Y,N,Y,,,Practice area outside the target seats (commercial work),JD required/preferred; litigation experience accepted; regulatory/legal/policy research for decisions; base pay midpoint ≥ $150K; 2 years required (2–5 band),,2026-08-26,,open,Greenhouse API lists job 8752514002 on board 'relativity',2026-09-25,,False,board:greenhouse; feeds:hirelegalops,greenhouse,relativity,8752514002,greenhouse:relativity:8752514002
outside,0,5,Accenture Federal Services,"Product, IP, and AI Counsel",https://boards.greenhouse.io/accenturefederalservices/jobs/4683650006?gh_jid=4683650006,"Arlington, VA; Arlington, Virginia, United States",us_other,,"$131,200–$276,800 base",131200.0,276800.0,base,year,greenhouse:pay_input_ranges,5,"- A minimum of 5 years of legal experience concentrated in IP, software or cloud service pro",Y,N,unclear,,,Practice area outside the target seats (ip work),JD required/preferred; regulatory/legal/policy research for decisions; fintech/crypto/AI/market-structure subject; base pay midpoint ≥ $150K; 5 years required (2–5 band),,2026-05-21,,open,Greenhouse API lists job 4683650006 on board 'accenturefederalservices',2026-09-25,,False,board:greenhouse,greenhouse,accenturefederalservices,4683650006,greenhouse:accenturefederalservices:4683650006
outside,0,5,Alliance Defending Freedom,"Sr. Counsel, Director of Center for Free Speech",https://job-boards.greenhouse.io/alliancedefendingfreedom/jobs/5399747008?gh_jid=5399747008,"Lansdowne, VA; Lansdowne, Virginia, United States",us_other,,"$238,300–$275K base",238300.0,275000.0,base,year,greenhouse:pay_input_ranges,10,"- 10+ years of experience in practicing law, including in a supervisory role. -",Y,N,Y,,"Asks for 10+ years: “- 10+ years of experience in practicing law, including in a supervisory role. -”","Asks for 10+ years: “- 10+ years of experience in practicing law, including in a supervisory role. -”",JD required/preferred; litigation experience accepted; regulatory/legal/policy research for decisions; fintech/crypto/AI/market-structure subject; base pay midpoint ≥ $150K,,2026-08-24,,open,Greenhouse API lists job 5399747008 on board 'alliancedefendingfreedom',2026-09-25,,False,board:greenhouse,greenhouse,alliancedefendingfreedom,5399747008,greenhouse:alliancedefendingfreedom:5399747008
outside,0,5,Anduril Industries,"Legal Counsel, Investigations",https://boards.greenhouse.io/andurilindustries/jobs/5188698007?gh_jid=5188698007,"Washington, District of Columbia, United States; Costa Mesa, California, United States",us_other,,$191K–$253K base + equity,191000.0,253000.0,base,year,greenhouse:pay_input_ranges,6,- 6+ years of legal experience with a substantial focus on internal investigatio,Y,N,unclear,,,Asks for 6+ years: “- 6+ years of legal experience with a substantial focus on internal investigatio”,JD required/preferred; regulatory/legal/policy research for decisions; credit/distressed/bankruptcy subject; fintech/crypto/AI/market-structure subject; base pay midpoint ≥ $150K,,2026-07-22,,open,Greenhouse API lists job 5188698007 on board 'andurilindustries',2026-09-25,,False,board:greenhouse,greenhouse,andurilindustries,5188698007,greenhouse:andurilindustries:5188698007
outside,0,5,Afterquery,Corporate Counsel,https://jobs.ashbyhq.com/afterquery/0ccdb8e8-3a8f-4757-85c8-fb02b762b48b,San Francisco,us_other,onsite,$225K–$250K base + bonus + equity,225000.0,250000.0,base,year,ashby:compensation,3,- 3-6 years of experience spanning both commercial contracts and employment law,Y,N,unclear,,,Practice area outside the target seats (corporate work),JD required/preferred; regulatory/legal/policy research for decisions; fintech/crypto/AI/market-structure subject; base pay midpoint ≥ $150K; 3 years required (2–5 band),,2026-08-31,,open,Ashby API lists job on board 'afterquery',2026-09-25,,False,board:ashby,ashby,afterquery,0ccdb8e8-3a8f-4757-85c8-fb02b762b48b,ashby:afterquery:0ccdb8e8-3a8f-4757-85c8-fb02b762b48b
outside,0,5,Antithesis,Commercial Counsel,https://jobs.ashbyhq.com/antithesis/3af20247-e30b-4868-a4a4-b0710613abe1,"Vienna, VA, USA",us_other,onsite,$210K–$250K base + equity,210000.0,250000.0,base,year,ashby:compensation,3,cting in law firm or in-house roles and at least 3+ years supporting sales teams - Significant experience handling commercial,Y,N,unclear,,,Practice area outside the target seats (commercial work),JD required/preferred; regulatory/legal/policy research for decisions; fintech/crypto/AI/market-structure subject; base pay midpoint ≥ $150K; 3 years required (2–5 band),,2026-08-03,,open,Ashby API lists job on board 'antithesis',2026-09-25,,False,board:ashby,ashby,antithesis,3af20247-e30b-4868-a4a4-b0710613abe1,ashby:antithesis:3af20247-e30b-4868-a4a4-b0710613abe1
outside,0,5,Betterup,Commercial Counsel,https://jobs.ashbyhq.com/betterup/91d5b43a-3275-4301-b6b5-36e1bf7ea744,"San Francisco, CA",us_other,hybrid,$200K–$250K base,200000.0,250000.0,base,year,ashby:compensation,3,"- 3–5 years of post-admission experience in commercial law, with a focus on enter",Y,N,unclear,,,Practice area outside the target seats (commercial work),JD required/preferred; regulatory/legal/policy research for decisions; fintech/crypto/AI/market-structure subject; base pay midpoint ≥ $150K; 3 years required (2–5 band),,2026-07-08,,open,Ashby API lists job on board 'betterup',2026-09-25,,False,board:ashby,ashby,betterup,91d5b43a-3275-4301-b6b5-36e1bf7ea744,ashby:betterup:91d5b43a-3275-4301-b6b5-36e1bf7ea744
outside,0,5,Nasdaq,Corporate Governance Attorney,https://nasdaq.wd1.myworkdayjobs.com/Global_External_Site/job/USA---Washington---DC/Corporate-Governance-Attorney_R0026656,USA - Washington - D.C.; Philadelphia - FMC Tower,us_other,,$139K–$243K base + bonus + equity,139000.0,243000.0,base,year,regex:range,5,"- Approximately 5-10 years of professional experience, preferably at a law firm and/or large com",Y,N,N,5+ yrs corporate governance/securities counsel (public-company board support) (meets: N),,"Asks for 5+ years of corporate governance/securities counsel (public-company board support): ""Approximately 5-10 years of professional experience, preferably at a law firm and/or large company"" — securities/governance domain he lacks.",JD required/preferred; regulatory/legal/policy research for decisions; fintech/crypto/AI/market-structure subject; base pay midpoint ≥ $150K; 5 years required (2–5 band),"""Approximately 5-10 years of professional experience, preferably at a law firm and/or large company"" — securities/governance domain he lacks.",2026-08-17,,open,"Workday detail endpoint returned R0026656 with posted=true, canApply=True on this run",2026-09-25,,False,board:workday,workday,nasdaq|wd1|Global_External_Site,R0026656,workday:nasdaq|wd1|Global_External_Site:R0026656
outside,0,5,Insitro,"Counsel / Associate Director, Sr. Counsel",https://jobs.ashbyhq.com/insitro/6f321576-7f9e-4be6-9a64-7fbf4582553d,"South San Francisco, CA",us_other,,$204K–$240K base + bonus + equity,204000.0,240000.0,base,year,regex:range,2,"2–7+ years practicing law, with a combination of law firm and in in-house experi",Y,N,unclear,"2+ yrs commercial/contracts counsel (biotech/AI, general in-house) (meets: Y)",,"Generalist or off-target practice seat (wants commercial/contracts counsel (biotech/AI, general in-house))",JD required/preferred; regulatory/legal/policy research for decisions; fintech/crypto/AI/market-structure subject; base pay midpoint ≥ $150K; 2 years required (2–5 band),"""Proven Tenure: 2–7+ years practicing law"" — his ~4 years clears the stated floor easily.",2026-08-19,,open,Ashby API lists job on board 'insitro',2026-09-25,,False,board:ashby,ashby,insitro,6f321576-7f9e-4be6-9a64-7fbf4582553d,ashby:insitro:6f321576-7f9e-4be6-9a64-7fbf4582553d
outside,0,5,"Flagship Pioneering, Inc.","Director, Legal Compliance",https://boards.greenhouse.io/flagshippioneeringinc/jobs/8748483002?gh_jid=8748483002,"Cambridge, MA USA; Cambridge, Massachusetts, United States",us_other,,"$172K–$236,500 base",172000.0,236500.0,base,year,regex:range,8,"- A minimum of five (5) to eight (8) years of professional experience in compliance, regulatory, or government c",pref,N,unclear,,,"Asks for 8+ years: “- A minimum of five (5) to eight (8) years of professional experience in compliance, regulatory, or government c”",JD required/preferred; financial-services background a plus; regulatory/legal/policy research for decisions; fintech/crypto/AI/market-structure subject; base pay midpoint ≥ $150K,,2026-09-01,,open,Greenhouse API lists job 8748483002 on board 'flagshippioneeringinc',2026-09-25,,False,board:greenhouse,greenhouse,flagshippioneeringinc,8748483002,greenhouse:flagshippioneeringinc:8748483002
outside,0,5,"Flagship Pioneering, Inc.","Transactions Counsel, APEX",https://boards.greenhouse.io/flagshippioneeringinc/jobs/8691554002?gh_jid=8691554002,"Cambridge, MA USA; Cambridge, Massachusetts, United States",us_other,,$128K–$235K base + equity,128000.0,235000.0,base,year,regex:range,3,"- 3-5 years of relevant experience, preferably in the corporate department of a n",Y,N,unclear,,,Practice area outside the target seats (transactions work),JD required/preferred; regulatory/legal/policy research for decisions; fintech/crypto/AI/market-structure subject; base pay midpoint ≥ $150K; 3 years required (2–5 band),,2026-08-23,,open,Greenhouse API lists job 8691554002 on board 'flagshippioneeringinc',2026-09-25,,False,board:greenhouse,greenhouse,flagshippioneeringinc,8691554002,greenhouse:flagshippioneeringinc:8691554002
outside,0,5,Fastly,"Counsel, Product",https://www.fastly.com/about/jobs/apply?gh_jid=8160641,"San Francisco, CA; San Francisco, CA, United States",us_other,,"$195,720–$234,864 base + bonus",195720.0,234864.0,base,year,regex:range,1,"of relevant legal experience, including at least 1 year of in-house experience - Product Instincts: Comfort sitting in pro",Y,N,unclear,5+ yrs technology product counsel (meets: stretch),,,JD required/preferred; regulatory/legal/policy research for decisions; credit/distressed/bankruptcy subject; fintech/crypto/AI/market-structure subject; base pay midpoint ≥ $150K,"""5+ years of relevant legal experience, including at least 1 year of in-house experience"".",2026-09-01,,open,Greenhouse API lists job 8160641 on board 'fastly',2026-09-25,,False,board:greenhouse,greenhouse,fastly,8160641,greenhouse:fastly:8160641
outside,0,5,Faraday Future,Senior Legal Counsel,https://job-boards.greenhouse.io/faradayfuture/jobs/7728989003,"El Segundo, California, United States",us_other,,$159K–$230K base,159000.0,230000.0,base,year,regex:range,10,"- Minimum 10 years of experience, mix of in-house corporate legal counsel and law firm e",Y,N,Y,,"Asks for 10+ years: “- Minimum 10 years of experience, mix of in-house corporate legal counsel and law firm e”","Asks for 10+ years: “- Minimum 10 years of experience, mix of in-house corporate legal counsel and law firm e”",JD required/preferred; litigation experience accepted; regulatory/legal/policy research for decisions; fintech/crypto/AI/market-structure subject; base pay midpoint ≥ $150K,,2026-05-08,,open,Greenhouse API lists job 7728989003 on board 'faradayfuture',2026-09-25,,False,board:greenhouse,greenhouse,faradayfuture,7728989003,greenhouse:faradayfuture:7728989003
outside,0,5,Omni Bridgeway,"Associate Investment Manager, Legal Counsel",https://omnibridgeway.bamboohr.com/careers/89,"Houston, Texas",us_other,,$200K–$230K base,200000.0,230000.0,base,year,regex:range,,,Y,N,Y,6+ yrs litigation-finance underwriting (litigation experience) (meets: N),,"Asks for 6+ years of litigation-finance underwriting (litigation experience): Requires ""a J.D. and 6 or more years of litigation experience"" — he has roughly 2-3 years of actual litigation practice.",JD required/preferred; litigation experience accepted; regulatory/legal/policy research for decisions; fintech/crypto/AI/market-structure subject; base pay midpoint ≥ $150K,"Requires ""a J.D. and 6 or more years of litigation experience"" — he has roughly 2-3 years of actual litigation practice.",2026-08-14,,open,BambooHR detail endpoint returned job 89 on this run,2026-09-25,,False,board:bamboohr,bamboohr,omnibridgeway,89,bamboohr:omnibridgeway:89
outside,0,5,Afterquery,Strategic Projects Lead - Legal,https://jobs.ashbyhq.com/afterquery/0d5998fb-652e-4105-a159-22dc2e01f059,San Francisco,us_other,onsite,$150K–$225K base + bonus + equity,150000.0,225000.0,base,year,ashby:compensation,3,"- 3+ years practicing law at a leading firm, in-house at a sophisticated company",pref,N,unclear,,"Requires Python, statistics or quant work: …h data and AI tools. PREFERRED QUALIFICATIONS - Python proficiency or hands-on experience with data analysis. - Exper…","Requires Python, statistics or quant work: …h data and AI tools. PREFERRED QUALIFICATIONS - Python proficiency or hands-on experience with data analysis. - Exper…",JD required/preferred; regulatory/legal/policy research for decisions; fintech/crypto/AI/market-structure subject; base pay midpoint ≥ $150K; 3 years required (2–5 band),,2026-08-12,,open,Ashby API lists job on board 'afterquery',2026-09-25,,False,board:ashby,ashby,afterquery,0d5998fb-652e-4105-a159-22dc2e01f059,ashby:afterquery:0d5998fb-652e-4105-a159-22dc2e01f059
outside,0,5,Thomson Reuters (CoCounsel),"Senior Counsel, Engineering & Technology",https://thomsonreuters.wd5.myworkdayjobs.com/External_Career_Site/job/United-States-of-America-Eagan-Minnesota/Senior-Counsel--Engineering---Technology_JREQ202583,"United States of America, Eagan, Minnesota; United States of America, Frisco, Texas; Canada, Toronto, Ontario",us_other,,"$119,700–$222,300 base + bonus + equity",119700.0,222300.0,base,year,regex:range,4,- 4+ years of experience in a law firm and/or corporate legal department advisin,N,N,unclear,"4+ yrs technology transactions, software licensing, data privacy, IP legal advisory (meets: stretch)",,"Generalist or off-target practice seat (wants technology transactions, software licensing, data privacy, IP legal advisory)",JD required/preferred; regulatory/legal/policy research for decisions; fintech/crypto/AI/market-structure subject; base pay midpoint ≥ $150K; 4 years required (2–5 band),"""4+ years... advising on technology transactions, software licensing, data privacy... or related matters"" — he lacks direct tech transactions experience.",2026-08-21,2026-09-30,open,"Workday detail endpoint returned JREQ202583 with posted=true, canApply=True on this run",2026-09-25,,False,board:workday,workday,thomsonreuters|wd5|External_Career_Site,JREQ202583,workday:thomsonreuters|wd5|External_Career_Site:JREQ202583
outside,0,5,Checkr,Litigation & Employment Counsel,https://job-boards.greenhouse.io/checkr/jobs/8163473,"San Francisco, California, United States",us_other,,$188K–$221K OTE + equity,188000.0,221000.0,OTE,year,greenhouse:pay_input_ranges,5,"- 5+ years of substantive litigation experience, including employment matters -",Y,N,Y,,Pay is quoted as OTE (variable-heavy),Pay is quoted as OTE (variable-heavy),JD required/preferred; litigation experience accepted; credit/distressed/bankruptcy subject; fintech/crypto/AI/market-structure subject; 5 years required (2–5 band),,2026-08-31,,open,Greenhouse API lists job 8163473 on board 'checkr',2026-09-25,,False,board:greenhouse,greenhouse,checkr,8163473,greenhouse:checkr:8163473
outside,0,5,Commure,Director of Compliance,https://jobs.ashbyhq.com/commure/e989631b-0db2-4617-b866-35c233ec488c,"Mountain View, CA; United States",us_other,,$190K–$220K base + equity,190000.0,220000.0,base,year,ashby:compensation,6,"- A minimum of 6-10 years of experience in a healthcare regulatory and compliance role, with ex",pref,N,unclear,,,"Asks for 6+ years: “- A minimum of 6-10 years of experience in a healthcare regulatory and compliance role, with ex”",JD required/preferred; regulatory/legal/policy research for decisions; employer teaches the finance; fintech/crypto/AI/market-structure subject; base pay midpoint ≥ $150K,,2026-09-08,,open,Ashby API lists job on board 'commure',2026-09-25,,False,board:ashby,ashby,commure,e989631b-0db2-4617-b866-35c233ec488c,ashby:commure:e989631b-0db2-4617-b866-35c233ec488c
outside,0,5,Eudia,Forward Deployed Lawyer,https://job-boards.greenhouse.io/eudia/jobs/4234525009,"On Site, Palo Alto; Palo Alto, California, United States",us_other,onsite,$190K–$220K base,190000.0,220000.0,base,year,regex:range,4,- 4+ years of practicing law and the ability to manage matters independently. -,Y,Y,unclear,4+ yrs general legal practice (meets: Y),"Sales-attached / demo-led role: Requires ""4+ years of practicing law,"" matching his tenure, but also to ""Support GTM teams on customer calls and demos.""","Sales-attached / demo-led role: Requires ""4+ years of practicing law,"" matching his tenure, but also to ""Support GTM teams on customer calls and demos.""",JD required/preferred; regulatory/legal/policy research for decisions; fintech/crypto/AI/market-structure subject; base pay midpoint ≥ $150K; 4 years required (2–5 band),"Requires ""4+ years of practicing law,"" matching his tenure, but also to ""Support GTM teams on customer calls and demos.""",2026-04-28,,open,Greenhouse API lists job 4234525009 on board 'eudia',2026-09-25,,False,board:greenhouse,greenhouse,eudia,4234525009,greenhouse:eudia:4234525009
outside,0,5,Axon,"Corporate Commercial Counsel, EMEA",https://job-boards.greenhouse.io/axon/jobs/8001577003,"Boston, Massachusetts, United States",us_other,,"$155,250–$218,400 base + bonus + equity",155250.0,218400.0,base,year,greenhouse:pay_input_ranges,5,- Minimum of 5 years of experience (in-house preferred) negotiating and managing complex c,Y,N,unclear,,,Practice area outside the target seats (corporate work),JD required/preferred; regulatory/legal/policy research for decisions; fintech/crypto/AI/market-structure subject; base pay midpoint ≥ $150K; 5 years required (2–5 band),,2026-09-21,,open,Greenhouse API lists job 8001577003 on board 'axon',2026-09-25,,False,board:greenhouse,greenhouse,axon,8001577003,greenhouse:axon:8001577003
outside,0,5,Citi,"Citi Commercial Bank - SVP Credit Officer, Industrials",https://citi.wd5.myworkdayjobs.com/2/job/Irving-Texas-United-States/Citi-Commercial-Bank---SVP-Credit-Officer--Industrials_26990417,Irving Texas United States; Chicago Illinois United States,us_other,,"$144,480–$216,720 base",144480.0,216720.0,base,year,regex:range,10,"- 10+ years of experience in credit underwriting, portfolio and/ or risk manageme",N,N,unclear,,"Asks for 10+ years: “- 10+ years of experience in credit underwriting, portfolio and/ or risk manageme”","Asks for 10+ years: “- 10+ years of experience in credit underwriting, portfolio and/ or risk manageme”",financial-services background a plus; regulatory/legal/policy research for decisions; credit/distressed/bankruptcy subject; fintech/crypto/AI/market-structure subject; base pay midpoint ≥ $150K,,2026-09-23,,open,"Workday detail endpoint returned 26990417 with posted=true, canApply=True on this run",2026-09-25,,False,board:workday,workday,citi|wd5|2,26990417,workday:citi|wd5|2:26990417
outside,0,5,Adyen,"Commercial Counsel, Deal Desk",https://job-boards.greenhouse.io/adyen/jobs/8159597,San Francisco,us_other,,"$160K–$212,500 base",160000.0,212500.0,base,year,regex:range,5,"● You have 5+ years of legal experience, in house or at a law firm. ● You have strong co",N,N,unclear,,,Practice area outside the target seats (commercial work),financial-services background a plus; regulatory/legal/policy research for decisions; fintech/crypto/AI/market-structure subject; base pay midpoint ≥ $150K; 5 years required (2–5 band),,2026-09-11,,open,Greenhouse API lists job 8159597 on board 'adyen',2026-09-25,,False,board:greenhouse,greenhouse,adyen,8159597,greenhouse:adyen:8159597
outside,0,5,Cardless,Credit Risk Strategy Manager / Senior Manager,https://jobs.ashbyhq.com/cardless/ccbe8c98-94ab-4cc3-b0d8-702ae255bfcb,San Francisco,us_other,onsite,$150K–$210K base + equity,150000.0,210000.0,base,year,regex:range,5,"- 5–10 years of experience in credit risk strategy, portfolio management, or under",N,N,N,5+ yrs consumer credit risk strategy/modeling (quant) (meets: N),Python/statistics/quant required,Python/statistics/quant required,financial-services background a plus; credit/distressed/bankruptcy subject; fintech/crypto/AI/market-structure subject; base pay midpoint ≥ $150K; 5 years required (2–5 band),"""Strong SQL skills...credit risk models (including regression and tree-based machine learning)"" — systematic quant work required.",2026-04-03,,open,Ashby API lists job on board 'cardless',2026-09-25,,False,board:ashby,ashby,cardless,ccbe8c98-94ab-4cc3-b0d8-702ae255bfcb,ashby:cardless:ccbe8c98-94ab-4cc3-b0d8-702ae255bfcb
outside,0,5,Fitch Group (LevFin Insights / CreditSights),"US Corporates - Credit Analyst, Director - Legal - Leveraged Finance - Chicago",https://careers.fitch.group/job/Chicago-US-Corporates-Credit-Analyst%2C-Director-Legal-Leveraged-Finance-Chicago-IL-60290/1392562233/,"Chicago, IL",us_other,,$150K–$210K base + bonus,150000.0,210000.0,base,year,regex:range,5,"- 5-10 years relevant experience, preferably in capital markets/leveraged finance",N,N,unclear,,"Asks for 6+ years of leveraged-finance or transactional practice: …acticing law at a law firm - MBA, CFA/CPA a plus - 5-10 years relevant experience, preferably in capital markets/leveraged finance - Capital markets and/or credit analysis experience a…","Asks for 6+ years of leveraged-finance or transactional practice: …acticing law at a law firm - MBA, CFA/CPA a plus - 5-10 years relevant experience, preferably in capital markets/leveraged finance - Capital markets and/or credit analysis experience a…",regulatory/legal/policy research for decisions; credit/distressed/bankruptcy subject; fintech/crypto/AI/market-structure subject; base pay midpoint ≥ $150K; 5 years required (2–5 band),,2026-09-04,,open,Employer SuccessFactors job page loaded with title and description on this run,2026-09-25,,False,board:successfactors,successfactors,careers.fitch.group,1392562233,successfactors:careers.fitch.group:1392562233
outside,0,5,Axon,"Corporate Commercial Counsel, EMEA",https://job-boards.greenhouse.io/axon/jobs/8001578003,"Sterling, Virginia, United States; Boston, Massachusetts, United States",us_other,,"$179,375–$207K base + bonus + equity",179375.0,207000.0,base,year,greenhouse:pay_input_ranges,5,- Minimum of 5 years of experience (in-house preferred) negotiating and managing complex c,Y,N,unclear,,,Practice area outside the target seats (corporate work),JD required/preferred; regulatory/legal/policy research for decisions; fintech/crypto/AI/market-structure subject; base pay midpoint ≥ $150K; 5 years required (2–5 band),,2026-09-21,,open,Greenhouse API lists job 8001578003 on board 'axon',2026-09-25,,False,board:greenhouse,greenhouse,axon,8001578003,greenhouse:axon:8001578003
outside,1,5,Cloudflare,Global PubSec Transaction Attorney,https://boards.greenhouse.io/cloudflare/jobs/8230670?gh_jid=8230670,"Hybrid; Austin, TX, United States; Washington, DC, United States",us_other,hybrid,$150K–$207K base + equity,150000.0,207000.0,base,year,regex:range,5,"- 5+ years of legal experience, with substantial time spent on public sector tra",Y,N,unclear,,,Practice area outside the target seats (transaction work),JD required/preferred; regulatory/legal/policy research for decisions; fintech/crypto/AI/market-structure subject; base pay midpoint ≥ $150K; 5 years required (2–5 band),,2026-09-25,,open,Greenhouse API lists job 8230670 on board 'cloudflare',2026-09-25,,False,board:greenhouse,greenhouse,cloudflare,8230670,greenhouse:cloudflare:8230670
outside,0,5,Cloudflare,Litigation Counsel,https://boards.greenhouse.io/cloudflare/jobs/7972472?gh_jid=7972472,"Hybrid; London, United Kingdom; Washington, DC, United States",us_other,hybrid,$150K–$207K base + equity,150000.0,207000.0,base,year,regex:range,4,- 4+ years PQE either in a law firm or in-house (preferably with technology comp,Y,N,Y,4+ yrs litigation practice (meets: Y),,,JD required/preferred; litigation experience accepted; fintech/crypto/AI/market-structure subject; base pay midpoint ≥ $150K; 4 years required (2–5 band),"""4+ years PQE... Experience litigating cases in one or more jurisdictions"" matches his litigation background directly.",2026-06-02,,open,Greenhouse API lists job 7972472 on board 'cloudflare',2026-09-25,,False,board:greenhouse,greenhouse,cloudflare,7972472,greenhouse:cloudflare:7972472
outside,0,5,Barnes,Litigation Staff Attorney,https://jobs.ashbyhq.com/barnes/44033479-63e4-4799-9ce0-fca0f4b60631,Los Angeles,us_other,,$140K–$200K base + bonus,140000.0,200000.0,base,year,ashby:compensation,2,· Minimum 2+ years of litigation experience in both California state and federal courts,Y,N,Y,2+ yrs litigation support/document discovery (meets: Y),paralegal/document review/pure compliance operations,paralegal/document review/pure compliance operations,JD required/preferred; litigation experience accepted; regulatory/legal/policy research for decisions; base pay midpoint ≥ $150K; 2 years required (2–5 band),"Core duties are ""document review in Relativity"" and discovery/deposition support — document-review work despite fitting years.",2026-01-30,,open,Ashby API lists job on board 'barnes',2026-09-25,,False,board:ashby,ashby,barnes,44033479-63e4-4799-9ce0-fca0f4b60631,ashby:barnes:44033479-63e4-4799-9ce0-fca0f4b60631
outside,0,5,Axon,Privacy & AI Counsel,https://job-boards.greenhouse.io/axon/jobs/8001405003,"Boston, Massachusetts, United States; Scottsdale, Arizona, United States",us_other,,$135K–$190K base + bonus + equity,135000.0,190000.0,base,year,greenhouse:pay_input_ranges,3,"Minimum of 3 years of experience practicing privacy or data protection law, ideally advi",Y,N,unclear,,,Practice area outside the target seats (privacy work),JD required/preferred; regulatory/legal/policy research for decisions; fintech/crypto/AI/market-structure subject; base pay midpoint ≥ $150K; 3 years required (2–5 band),,2026-09-21,,open,Greenhouse API lists job 8001405003 on board 'axon',2026-09-25,,False,board:greenhouse,greenhouse,axon,8001405003,greenhouse:axon:8001405003
outside,0,5,Zellis,Associate General Counsel (Healthcare Privacy Counsel) @ Zellis,https://jobs.ashbyhq.com/jobs-page-4dc2685b-eb82-46d1-a3f9-1f0764dba814/f793d23b-3fc7-42b9-85cb-f7949f423242,Boston,us_other,,$150K–$190K base,150000.0,190000.0,base,year,ashby:compensation,5,"Candidates should have at least 5 years of legal experience, including in-house exposure, with a strong backg",Y,N,unclear,,,Practice area outside the target seats (healthcare work),JD required/preferred; regulatory/legal/policy research for decisions; fintech/crypto/AI/market-structure subject; base pay midpoint ≥ $150K; 5 years required (2–5 band),,2026-08-18,,open,Ashby API lists job on board 'jobs-page-4dc2685b-eb82-46d1-a3f9-1f0764dba814',2026-09-25,,False,board:ashby,ashby,jobs-page-4dc2685b-eb82-46d1-a3f9-1f0764dba814,f793d23b-3fc7-42b9-85cb-f7949f423242,ashby:jobs-page-4dc2685b-eb82-46d1-a3f9-1f0764dba814:f793d23b-3fc7-42b9-85cb-f7949f423242
outside,0,5,REDO,Senior Counsel @ REDO,https://jobs.ashbyhq.com/jobs-page-4dc2685b-eb82-46d1-a3f9-1f0764dba814/23433b7a-5533-4bba-95c6-a2542394a8ec,"Draper, Utah",us_other,,$150K–$180K base + equity,150000.0,180000.0,base,year,ashby:compensation,3,"- 3–6 years of relevant legal experience, ideally a mix of top law firm and in-ho",Y,N,unclear,3+ yrs general in-house/commercial contracts counsel (meets: Y),,Generalist or off-target practice seat (wants general in-house/commercial contracts counsel),JD required/preferred; regulatory/legal/policy research for decisions; fintech/crypto/AI/market-structure subject; base pay midpoint ≥ $150K; 3 years required (2–5 band),"Wants ""3-6 years of relevant legal experience, ideally a mix of top law firm and in-house work"" — squarely in his range.",2026-08-18,,open,Ashby API lists job on board 'jobs-page-4dc2685b-eb82-46d1-a3f9-1f0764dba814',2026-09-25,,False,board:ashby,ashby,jobs-page-4dc2685b-eb82-46d1-a3f9-1f0764dba814,23433b7a-5533-4bba-95c6-a2542394a8ec,ashby:jobs-page-4dc2685b-eb82-46d1-a3f9-1f0764dba814:23433b7a-5533-4bba-95c6-a2542394a8ec
outside,0,5,Current Advisors,Director - Corporate Restructuring,https://jobs.ashbyhq.com/current-advisors/420567cc-0f72-4fea-9a6a-731771f8f4fe,"Irvine, CA",us_other,,$150K–$175K base + bonus,150000.0,175000.0,base,year,regex:range,5,"- 5+ years of relevant experience in corporate finance, accounting, restructurin",N,N,Y,,"Asks for 5+ years of equity research, banking or buy-side: …ced degree preferred - CPA designation is a plus - 5+ years of relevant experience in corporate finance, accounting, restructuring, valuation, investment banking, or litigation support - Prior exposure to restructu…","Asks for 5+ years of equity research, banking or buy-side: …ced degree preferred - CPA designation is a plus - 5+ years of relevant experience in corporate finance, accounting, restructuring, valuation, investment banking, or litigation support - Prior exposure to restructu…",litigation experience accepted; credit/distressed/bankruptcy subject; fintech/crypto/AI/market-structure subject; base pay midpoint ≥ $150K; 5 years required (2–5 band),,2026-01-09,,open,Ashby API lists job on board 'current-advisors',2026-09-25,,False,board:ashby,ashby,current-advisors,420567cc-0f72-4fea-9a6a-731771f8f4fe,ashby:current-advisors:420567cc-0f72-4fea-9a6a-731771f8f4fe
